,Player,Tm,Pos,G,GS,Solo,Sk,Int,Year
9619,Andre Dyson,NYJ,DB,9,0,11.0,0.0,1.0,2007
9620,Isaiah Ekejiuba,OAK,LB,10,0,11.0,0.0,,2007
9622,Simon Fraser,CLE,DE,16,1,11.0,0.0,0.0,2007
9623,Gilbert Gardner,TEN,LB,13,0,11.0,0.0,,2007
9624,Cletis Gordon,SDG,DB,14,0,11.0,0.0,0.0,2007
9625,Brent Grimes,ATL,DB,2,0,11.0,0.0,,2007
9626,Nate Harris,KAN,LB,15,0,11.0,0.0,,2007
9627,Will Herring,SEA,LB,12,0,11.0,0.0,,2007
9629,Jason Hunter,GNB,DE,16,0,11.0,0.0,,2007
9630,Larry Izzo,NWE,LB,16,0,11.0,0.0,,2007
9631,Chris Johnson,OAK,DB,13,0,11.0,0.0,0.0,2007
9632,Turk McBride,KAN,DT,16,1,11.0,1.0,0.0,2007
9633,Alvin McKinley,DEN,RDT,15,10,11.0,2.5,,2007
9634,Caleb Miller,CIN,LB,3,1,11.0,0.0,0.0,2007
9636,Charlie Peprah,GNB,DB,16,0,11.0,0.0,,2007
9637,Nick Sorensen,CLE,DB,9,0,11.0,0.0,,2007
9639,Tony Taylor,ATL,LB,16,0,11.0,0.0,,2007
9641,Gerris Wilkinson,NYG,LB,13,0,11.0,0.0,0.0,2007
9642,Sam Williams,OAK,DE,11,4,11.0,0.0,0.0,2007
9643,Ellis Wyms,SEA,DE,13,0,11.0,2.0,,2007
9644,Michael Adams,ARI,DB,7,0,10.0,0.0,0.0,2007
9645,Antwan Barnes,BAL,LB,14,0,10.0,2.0,,2007
9646,Tyler Brayton,OAK,DE,16,0,10.0,0.0,0.0,2007
9647,Kendrick Clancy,NOR,DT,14,2,10.0,0.5,,2007
9648,Michael Coe,IND,DB,6,0,10.0,0.0,0.0,2007
9649,Chris Cooper,ARI,DE,12,0,10.0,0.0,,2007
9651,Vernon Fox,WAS,DB,14,0,10.0,0.0,,2007
9652,Steve Gregory,SDG,DB,16,0,10.0,0.0,0.0,2007
9653,Justin Harrell,GNB,DT,7,2,10.0,0.0,,2007
9654,Eric Hicks,NYJ,DE,11,0,10.0,0.0,,2007
9655,Jason Jefferson,BUF,DT,11,0,10.0,0.0,,2007
9656,Tank Johnson,DAL,DT,8,1,10.0,2.0,0.0,2007
9657,Derek Landri,JAX,DT,13,0,10.0,0.0,,2007
9658,Anthony Madison,PIT,DB,9,0,10.0,0.0,,2007
9659,Bobby McCray,JAX,LDE,14,9,10.0,3.0,0.0,2007
9660,Mel Mitchell,NWE,DB,10,0,10.0,0.0,,2007
9661,C.J. Mosley,NYJ,DT,14,2,10.0,2.5,,2007
9662,Shantee Orr,2TM,LB,8,2,10.0,0.0,,2007
9664,Adam Seward,CAR,LB,11,0,10.0,0.0,,2007
9665,John Wendling,BUF,DB,14,0,10.0,0.0,,2007
9666,Tracy White,GNB,LB,13,0,10.0,0.0,,2007
9667,Chris Wilson,WAS,DE,16,0,10.0,4.0,,2007
9668,Rod Wilson,CHI,DB,15,0,10.0,0.0,,2007
9669,Claude Wroten,STL,DT,11,0,10.0,0.5,,2007
9670,Jeff Zgonina,HOU,DT,16,1,10.0,0.0,,2007
9671,Rashad Baker,NWE,DB,8,0,9.0,0.0,,2007
9672,Eric Bassey,STL,DB,8,0,9.0,0.0,,2007
9674,Ricky Brown,OAK,LB,16,1,9.0,0.0,,2007
9678,Jonathan Fanene,CIN,DE,14,0,9.0,1.0,0.0,2007
9679,Kris Griffin,CLE,LB,12,0,9.0,0.0,,2007
9681,Jon McGraw,KAN,DB,13,0,9.0,0.0,0.0,2007
9683,Jarvis Moss,DEN,DE,6,1,9.0,1.0,,2007
9684,Ryan Neill,BUF,DE,16,0,9.0,0.0,,2007
9685,David Pittman,BAL,DB,7,1,9.0,0.0,2.0,2007
9686,Trevor Pryce,BAL,DE,5,2,9.0,2.0,0.0,2007
9687,Daren Stone,ATL,DB,12,0,9.0,0.0,,2007
9688,Lamont Thompson,2TM,DB,6,0,9.0,0.0,,2007
9689,Jeremiah Trotter,TAM,LB,3,1,9.0,0.0,,2007
9690,Rashad Barksdale,KAN,DB,6,0,8.0,0.0,,2007
9691,Jordan Beck,DEN,LB,11,0,8.0,0.0,,2007
9692,Desmond Bishop,GNB,LB,10,0,8.0,0.0,,2007
9693,Donte Curry,2TM,LB,9,0,8.0,0.0,,2007
9694,Chartric Darby,SEA,LDT,6,6,8.0,0.5,,2007
9695,Andre Frazier,2TM,LB,10,0,8.0,0.0,,2007
9696,Jamaal Fudge,JAX,DB,14,0,8.0,0.0,1.0,2007
9697,Willie Gaston,BAL,DB,4,2,8.0,0.0,0.0,2007
9698,Kedric Golston,WAS,DT,15,0,8.0,1.0,,2007
9699,Nick Graham,PHI,DB,15,0,8.0,0.0,,2007
9700,Louis Green,DEN,LB,16,0,8.0,0.0,,2007
9701,Arnold Harrison,PIT,LB,13,0,8.0,0.0,,2007
9703,Trevor Johnson,STL,DE,9,0,8.0,0.0,,2007
9704,N.D. Kalu,HOU,DE,15,1,8.0,3.0,,2007
9705,Travis LaBoy,TEN,DE,13,0,8.0,6.0,1.0,2007
9706,Manny Lawson,SFO,LB,2,2,8.0,0.0,0.0,2007
9707,Michael Lewis,SFO,SS,16,16,8.0,1.5,2.0,2007
9708,Marvin Mitchell,NOR,LB,10,0,8.0,0.0,,2007
9710,Donnie Nickey,TEN,DB,16,0,8.0,1.0,,2007
9711,Kenny Peterson,DEN,DE,7,0,8.0,1.0,0.0,2007
9713,Josh Stamer,BUF,LB,16,0,8.0,0.0,0.0,2007
9714,Pat Thomas,2TM,LB,8,1,8.0,0.0,,2007
9715,Tank Tyler,KAN,DT,15,1,8.0,0.0,,2007
9716,Josh Wilson,SEA,DB,12,0,8.0,0.0,,2007
9717,Mike Wright,NWE,DT,9,1,8.0,0.5,,2007
9718,Ikaika Alama-Francis,DET,DE,6,0,7.0,0.0,,2007
9721,Michael Boulware,HOU,S,16,0,7.0,0.0,0.0,2007
9722,McKinley Boykin,NOR,DT,3,0,7.0,0.0,,2007
9723,Courtney Bryan,MIA,DB,12,0,7.0,0.0,,2007
9724,Steve Cargile,DEN,DB,12,0,7.0,0.0,,2007
9727,Colin Cole,GNB,DT,7,0,7.0,0.0,0.0,2007
9729,Steve Fifita,MIA,DT,13,1,7.0,0.0,,2007
9731,Stanley McClover,CAR,DE,11,0,7.0,1.0,,2007
9732,Matt McCoy,2TM,LB,11,0,7.0,0.0,,2007
9734,Jeremy Mincey,JAX,DE,6,0,7.0,1.0,0.0,2007
9735,Eric Moore,STL,DE,7,1,7.0,1.0,,2007
9736,Quentin Moses,MIA,DE,7,1,7.0,1.5,,2007
9738,Frostee Rucker,CIN,DE,5,0,7.0,0.0,,2007
9740,Fred Thomas,NOR,DB,7,0,7.0,0.0,,2007
9742,Nathan Vasher,CHI,DB,4,2,7.0,1.0,1.0,2007
9743,Lenny Walls,STL,DB,5,3,7.0,0.0,0.0,2007
9744,Travis Williams,ATL,LB,6,0,7.0,0.0,,2007
9746,Dexter Wynn,HOU,DB,8,1,7.0,0.0,0.0,2007
9747,Jon Alston,OAK,LB,13,0,6.0,0.0,,2007
9748,Tim Anderson,2TM,DT,9,0,6.0,0.0,,2007
9749,Baraka Atkins,SEA,DE,12,0,6.0,0.0,0.0,2007
9750,Kendrell Bell,KAN,LB,11,0,6.0,0.0,,2007
9751,Greg Blue,DET,DB,4,0,6.0,0.0,0.0,2007
9752,Drew Coleman,NYJ,DB,11,0,6.0,0.0,1.0,2007
9753,Jon Condo,OAK,LB,16,0,6.0,0.0,,2007
9754,Blake Costanzo,BUF,LB,3,0,6.0,0.0,,2007
9755,Torrie Cox,TAM,DB,4,0,6.0,0.0,,2007
9756,Zak DeOssie,NYG,LB,16,0,6.0,0.0,,2007
9757,John Eubanks,WAS,DB,6,0,6.0,0.0,,2007
9759,David Macklin,WAS,DB,6,0,6.0,0.0,,2007
9760,Lemar Marshall,CIN,LB,4,3,6.0,1.0,0.0,2007
9761,Corey Mays,2TM,LB,12,1,6.0,0.0,0.0,2007
9762,Tim McGarigle,STL,LB,12,0,6.0,0.0,,2007
9764,Kenneth Pettway,JAX,DE,10,0,6.0,1.0,,2007
9765,Simeon Rice,2TM,DE,8,1,6.0,1.0,0.0,2007
9767,Jeff Shoate,DEN,DB,7,0,6.0,0.0,,2007
9769,Travares Tillman,MIA,DB,3,1,6.0,0.0,0.0,2007
9770,Kenny Wright,CLE,DB,7,1,6.0,0.0,,2007
9771,Sam Adams,DEN,LDT,11,11,5.0,0.0,0.0,2007
9773,Ahmad Brooks,CIN,LB,2,2,5.0,1.0,,2007
9775,Anthony Cannon,DET,LB,11,0,5.0,0.0,,2007
9777,Roderick Coleman,ATL,RDT,5,5,5.0,2.0,0.0,2007
9778,Jarrod Cooper,OAK,DB,6,0,5.0,0.0,,2007
9782,Mike Doss,MIN,DB,8,1,5.0,0.0,,2007
9785,Antonio Garay,CHI,DE,6,0,5.0,0.0,,2007
9788,LaMarcus Hicks,DET,DB,5,0,5.0,0.0,,2007
9790,Kevin Hobbs,SEA,DB,6,0,5.0,0.0,0.0,2007
9791,Chris Hoke,PIT,DT,16,1,5.0,0.5,,2007
9792,Erasmus James,MIN,DE,6,1,5.0,1.0,,2007
9793,Zak Keasey,SFO,LB,13,0,5.0,0.0,,2007
9796,Roy Manning,CIN,LB,5,0,5.0,0.0,,2007
9797,Tony McDaniel,JAX,DT,4,0,5.0,0.0,,2007
9798,Ray McDonald,SFO,DE,9,0,5.0,1.0,,2007
9799,Jayme Mitchell,MIN,DE,10,0,5.0,1.0,,2007
9800,Hannibal Navies,SFO,LB,5,2,5.0,1.0,,2007
9803,Ramzee Robinson,DET,DB,6,0,5.0,0.0,,2007
9806,Dontarrious Thomas,MIN,LB,13,0,5.0,0.0,,2007
9808,Matt Toeaina,CHI,DT,3,0,5.0,0.0,,2007
9809,Pago Togafau,PHI,LB,7,0,5.0,0.0,,2007
9810,Rashad Washington,NYJ,DB,9,0,5.0,0.0,,2007
9811,Ted Washington,CLE,NT,5,1,5.0,0.0,,2007
9812,Ronyell Whitaker,MIN,DB,11,0,5.0,0.0,,2007
9814,Victor Abiamiri,PHI,DE,6,1,4.0,0.0,,2007
9816,Remi Ayodele,DAL,DT,7,0,4.0,0.0,,2007
9817,Shawn Barber,HOU,LB,6,0,4.0,0.0,,2007
9818,Yeremiah Bell,MIA,DB,1,1,4.0,0.0,,2007
9819,Will Blackmon,GNB,DB,9,1,4.0,0.0,0.0,2007
9820,Courtney Brown,DAL,DB,8,0,4.0,0.0,,2007
9821,Antwon Burton,DEN,DT,6,0,4.0,0.0,0.0,2007
9822,Brannon Condren,IND,DB,8,0,4.0,0.0,,2007
9824,Curtis DeLoatch,CAR,DB,6,0,4.0,0.0,0.0,2007
9826,Bryce Fisher,2TM,DE,10,0,4.0,0.0,,2007
9828,Howard Green,SEA,DT,5,0,4.0,0.0,,2007
9829,Boomer Grigsby,KAN,LB,13,1,4.0,0.0,,2007
9831,Kelly Herndon,TEN,DB,4,0,4.0,0.0,,2007
9835,Brandon Jamison,CAR,LB,15,0,4.0,0.0,,2007
9836,Dan Klecko,IND,DT,8,0,4.0,1.0,,2007
9838,Robert McCune,BAL,LB,2,0,4.0,0.0,,2007
9839,Daniel Muir,GNB,DT,3,0,4.0,0.0,,2007
9840,Evan Oglesby,DAL,DB,8,0,4.0,0.0,,2007
9841,Chase Page,MIA,DT,6,0,4.0,0.0,,2007
9844,Derreck Robinson,MIA,DE,7,0,4.0,0.0,,2007
9845,Paul Soliai,MIA,DT,8,0,4.0,0.0,,2007
9848,Jason Trusnik,NYJ,DE,6,0,4.0,0.0,,2007
9849,Marcus Wilkins,ATL,LB,15,0,4.0,0.0,,2007
9850,C.J. Wilson,CAR,DB,4,0,4.0,0.0,,2007
9851,LeVar Woods,TEN,LB,8,0,4.0,0.0,,2007
9853,Colin Allred,TEN,LB,3,0,3.0,0.0,,2007
9855,Willie Andrews,NWE,DB,15,0,3.0,0.0,,2007
9856,Alan Ball,DAL,DB,2,0,3.0,0.0,,2007
9859,Tony Beckham,DET,DB,6,0,3.0,0.0,0.0,2007
9861,Prescott Burgess,BAL,LB,8,0,3.0,0.0,,2007
9865,Marquis Cooper,2TM,LB,4,0,3.0,0.0,,2007
9866,Casey Cramer,TEN,RBOTE,5,1,3.0,0.0,,2007
9870,Mike DeVito,NYJ,DE,7,0,3.0,0.0,,2007
9872,Fred Evans,MIN,DT,11,0,3.0,1.0,,2007
9876,Roderick Green,SFO,LB,7,0,3.0,2.0,,2007
9879,Kevin Huntley,ATL,DT,5,0,3.0,0.0,,2007
9880,Leon Joe,BUF,LB,8,0,3.0,0.0,,2007
9886,Clint Kriewaldt,PIT,LB,14,0,3.0,0.0,,2007
9888,Jason Kyle,CAR,LB,16,0,3.0,0.0,,2007
9891,Grant Mason,PIT,DB,5,0,3.0,0.0,,2007
9892,Darrell McClover,CHI,LB,5,0,3.0,0.0,,2007
9893,David McMillan,CLE,DE,15,0,3.0,0.0,,2007
9894,Hanik Milligan,STL,DB,7,0,3.0,0.0,,2007
9899,Keiwan Ratliff,2TM,DB,4,0,3.0,0.0,,2007
9900,James Reed,KAN,DT,4,0,3.0,0.0,,2007
9901,Nick Roach,CHI,LB,3,0,3.0,0.0,,2007
9902,Allen Rossum,PIT,DB,15,0,3.0,0.0,,2007
9903,Gerald Sensabaugh,JAX,DB,2,2,3.0,0.0,,2007
9906,Demetrin Veal,TEN,DE,3,0,3.0,0.0,,2007
9908,Coy Wire,BUF,DB,7,1,3.0,0.0,,2007
9910,Lorenzo Alexander,WAS,LB,13,1,2.0,0.0,,2007
9913,Johnny Baldwin,KAN,LB,3,0,2.0,0.0,,2007
9914,Colby Bockwoldt,CLE,LB,1,0,2.0,0.0,,2007
9916,Mike Brown,CHI,DB,1,1,2.0,0.0,1.0,2007
9917,Tim Bulman,HOU,DT,2,0,2.0,0.0,,2007
9918,Jerome Carter,STL,DB,5,1,2.0,0.0,,2007
9924,Russell Davis,NYG,DT,11,0,2.0,0.0,0.0,2007
9927,Alfred Fincher,NOR,LB,7,0,2.0,0.0,,2007
9928,Dustin Fox,BUF,DB,6,0,2.0,0.0,,2007
9934,Steven Harris,DEN,DT,4,0,2.0,0.0,,2007
9936,Chidi Iwuoma,TEN,DB,1,0,2.0,0.0,,2007
9937,Eddie Jackson,NWE,DB,3,0,2.0,0.0,,2007
9941,Ade Jimoh,CHI,DB,6,0,2.0,0.0,,2007
9942,Brandon Johnson,ARI,LB,6,0,2.0,0.0,,2007
9944,David Jones,CIN,DB,7,0,2.0,0.0,,2007
9945,Edgar Jones,BAL,DE,4,0,2.0,1.0,,2007
9947,L.P. Ladouceur,DAL,DE,16,0,2.0,0.0,,2007
9959,Jereme Perry,MIA,DB,4,0,2.0,0.0,,2007
9962,Sabby Piscitelli,TAM,S,3,0,2.0,0.0,,2007
9964,Montae Reagor,PHI,DT,7,0,2.0,1.0,,2007
9967,Rich Scanlon,TEN,LB,9,0,2.0,0.0,,2007
9969,Bo Schobel,ARI,DE,2,0,2.0,0.0,,2007
9970,Matt Sinclair,WAS,LB,4,0,2.0,0.0,,2007
9975,Raonall Smith,STL,LB,4,0,2.0,0.0,,2007
9984,Santonio Thomas,NWE,DT,4,0,2.0,0.0,,2007
9985,Dave Tollefson,NYG,DE,6,0,2.0,0.0,,2007
9989,C.J. Wallace,SEA,DB,9,0,2.0,0.0,,2007
9990,B.J. Ward,OAK,DB,4,0,2.0,0.0,,2007
9991,Jason Webster,BUF,DB,1,1,2.0,0.0,0.0,2007
9992,Dante Wesley,CAR,DB,2,0,2.0,0.0,,2007
9996,Keith Adams,CLE,LB,3,0,1.0,0.0,,2007
9998,Jay Alford,NYG,DT,16,0,1.0,1.0,,2007
10004,Jay Bellamy,NOR,DB,3,0,1.0,0.0,,2007
10007,Conrad Bolston,2TM,DT,2,0,1.0,0.0,,2007
10009,John Bowie,OAK,DB,2,0,1.0,0.0,,2007
10010,Chad Brown,NWE,LB,2,0,1.0,0.0,,2007
10012,Tarell Brown,SFO,DB,9,0,1.0,0.0,,2007
10014,Jeremy Cain,TEN,LB,9,0,1.0,0.0,,2007
10016,Ricardo Colclough,PIT,DB,3,0,1.0,0.0,,2007
10017,Sean Conover,TEN,DE,5,0,1.0,0.0,,2007
10018,Jorge Cordova,2TM,LB,4,0,1.0,0.0,,2007
10021,Dusty Dvoracek,CHI,DT,1,1,1.0,0.0,,2007
10027,Josh Gattis,CHI,DB,4,0,1.0,0.0,,2007
10028,Gary Gibson,CAR,DT,1,0,1.0,0.0,,2007
10030,Otis Grigsby,2TM,DE,8,0,1.0,1.0,,2007
10031,Dennis Haley,BAL,LB,2,0,1.0,0.0,,2007
10033,Bobby Hamilton,CLE,DE,1,1,1.0,0.0,,2007
10038,David Herron,MIN,LB,2,0,1.0,0.0,,2007
10041,Charles Johnson,CAR,DE,3,2,1.0,0.0,,2007
10044,Cedric Killings,HOU,DT,2,0,1.0,0.0,,2007
10057,Fred Miller,CHI,RT,15,15,1.0,0.0,,2007
10058,Justin Miller,NYJ,DB,2,0,1.0,0.0,,2007
10060,Rashad Moore,NWE,DT,1,0,1.0,0.0,,2007
10062,Rob Ninkovich,MIA,DE,4,0,1.0,0.0,,2007
10068,Kevin Payne,CHI,DB,3,1,1.0,0.0,,2007
10073,LaJuan Ramsey,PHI,DT,9,0,1.0,0.0,,2007
10078,Darrion Scott,MIN,DE,4,0,1.0,0.0,,2007
10081,Josh Shaw,OAK,DT,1,0,1.0,0.0,,2007
10082,Jason Simmons,HOU,DB,1,1,1.0,0.0,0.0,2007
10083,Ko Simpson,BUF,DB,1,1,1.0,0.0,,2007
10085,Antwain Spann,NWE,DB,1,0,1.0,0.0,,2007
10090,Kevin Vickerson,TEN,DT,4,0,1.0,0.0,,2007
10091,Kimo von Oelhoffen,PHI,DT,8,1,1.0,0.0,0.0,2007
10095,Mark Washington,MIA,LB,3,0,1.0,0.0,,2007
10103,Manuel Wright,NYG,DT,6,0,1.0,0.0,,2007
10105,Flozell Adams,DAL,LT,16,16,,0.0,,2007
10110,Jeff Backus,DET,LT,16,16,,0.0,,2007
10118,Elton Brown,ARI,RT,9,5,,0.0,,2007
10128,Anthony Clement,NYJ,RT,16,16,,0.0,,2007
10130,Marc Colombo,DAL,RT,16,16,,0.0,,2007
10139,Torrance Daniels,NYG,LB,4,0,0.0,0.0,,2007
10154,D'Brickashaw Ferguson,NYJ,LT,16,16,,0.0,,2007
10155,Jason Ferguson,DAL,NT,1,1,0.0,0.0,,2007
10160,George Foster,DET,RT,15,9,,0.0,,2007
10165,Mike Gandy,ARI,LT,16,16,,0.0,,2007
10172,Jordan Gross,CAR,RT,16,16,,0.0,,2007
10180,Devin Hester,CHI,PR,16,0,,0.0,,2007
10181,Stephon Heyer,WAS,RT,12,5,,0.0,,2007
10193,Charlie Johnson,IND,LT/RT,14,10,,0.0,,2007
10201,Jimmy Kennedy,CHI,DT,3,0,0.0,0.0,,2007
10210,Matt Lepsis,DEN,LT,16,16,,0.0,,2007
10212,Sean Locklear,SEA,RT,16,16,,0.0,,2007
10217,Jim Maxwell,CIN,LB,3,0,0.0,0.0,,2007
10222,Damion McIntosh,KAN,LT,15,15,,0.0,,2007
10224,Paul McQuistan,OAK,RT,16,6,,0.0,,2007
10245,Marcus Paschal,PHI,DB,3,0,0.0,0.0,,2007
10249,Jason Peters,BUF,LT,15,15,,0.0,,2007
10259,Jon Runyan,PHI,RT,16,16,,0.0,,2007
10263,L.J. Shelton,MIA,RT,16,16,,0.0,,2007
10266,Corey Simon,TEN,DT,4,0,0.0,0.0,,2007
10267,Barry Sims,OAK,LT,16,16,,0.0,,2007
10271,Joe Staley,SFO,RT,16,16,,0.0,,2007
10272,David Stewart,TEN,RT,16,16,,0.0,,2007
10273,Jon Stinchcomb,NOR,RT,16,16,,0.0,,2007
10274,Omar Stoutmire,WAS,DB,3,0,0.0,0.0,,2007
10275,Mark Tauscher,GNB,RT,16,16,,0.0,,2007
10278,Joe Thomas,CLE,LT,16,16,,0.0,,2007
10280,Kyle Turley,KAN,RT,7,5,,0.0,,2007
10292,Victor Worsley,IND,LB,3,0,0.0,0.0,,2007
10303,Anthony Hargrove,BUF,DE,12,0,,1.5,,2007
10306,Jonas Jennings,SFO,LT,5,5,,0.0,,2007
10309,Kareem McKenzie,NYG,RT,16,16,,0.0,,2007
10313,Will Peterson,PHI,LCB,14,6,,0.0,1.0,2007
10319,Stylez G. White,TAM,DE,16,2,,8.0,,2007
10320,Jon Beason,CAR,MLB,16,16,110.0,0.0,3.0,2008
10321,Patrick Willis,SFO,MLB,16,16,109.0,1.0,1.0,2008
10322,Eric Weddle,SDG,FS,16,16,105.0,1.0,1.0,2008
10323,Kirk Morrison,OAK,MLB,16,16,101.0,1.0,1.0,2008
10324,Barrett Ruud,TAM,MLB,16,16,101.0,3.0,2.0,2008
10325,Yeremiah Bell,MIA,SS,16,16,100.0,1.0,0.0,2008
10326,Jerod Mayo,NWE,LILB,16,16,100.0,0.0,0.0,2008
10327,Jonathan Vilma,NOR,MLB,16,16,98.0,1.0,1.0,2008
10328,Gibril Wilson,OAK,SS,16,15,98.0,1.5,2.0,2008
10329,London Fletcher,WAS,MLB,16,16,96.0,0.5,0.0,2008
10330,Karlos Dansby,ARI,RLB,16,16,95.0,4.0,2.0,2008
10331,D'Qwell Jackson,CLE,RILB,16,16,95.0,2.0,3.0,2008
10332,Eric Barton,NYJ,LILB,16,16,93.0,1.5,0.0,2008
10333,Thomas Davis,CAR,RLB,16,16,93.0,3.5,0.0,2008
10334,Channing Crowder,MIA,LILB,15,13,92.0,0.0,0.0,2008
10335,Lance Briggs,CHI,RLB,16,16,90.0,0.5,3.0,2008
10336,James Farrior,PIT,LILB,16,16,89.0,3.5,0.0,2008
10337,Pisa Tinoisamoa,STL,RLB,16,16,88.0,3.0,0.0,2008
10338,Chad Greenway,MIN,LLB,16,15,87.0,5.5,0.0,2008
10339,Paul Posluszny,BUF,MLB,16,16,87.0,0.0,1.0,2008
10340,Stewart Bradley,PHI,MLB,16,16,86.0,1.0,1.0,2008
10341,DeMeco Ryans,HOU,MLB,16,16,86.0,1.0,0.0,2008
10342,Ray Lewis,BAL,LILB,16,16,85.0,3.5,3.0,2008
10343,Chris Gamble,CAR,LCB,16,16,83.0,0.0,3.0,2008
10344,Roman Harper,NOR,SS,15,15,82.0,0.0,0.0,2008
10345,Antoine Winfield,MIN,LCB,16,16,82.0,2.0,2.0,2008
10346,Bradie James,DAL,LILB,16,16,81.0,8.0,0.0,2008
10347,Paris Lenon,DET,MLB,16,16,81.0,1.5,0.0,2008
10348,Charles Tillman,CHI,LCB,15,15,81.0,0.0,3.0,2008
10349,Erik Coleman,ATL,FS,16,16,80.0,0.0,3.0,2008
10350,Cedric Griffin,MIN,RCB,16,15,80.0,0.0,1.0,2008
10351,Thomas Howard,OAK,RLB,16,16,80.0,1.0,1.0,2008
10352,Freddy Keiaho,IND,RLB,14,14,79.0,0.0,,2008
10353,Bernard Pollard,KAN,SS,16,16,79.0,0.0,1.0,2008
10354,Antrel Rolle,ARI,FS,16,16,79.0,0.0,1.0,2008
10355,Brian Urlacher,CHI,MLB,16,16,79.0,0.0,2.0,2008
10356,O.J. Atogwe,STL,FS,16,16,77.0,0.0,5.0,2008
10357,Corey Graham,CHI,RCB,16,9,76.0,0.0,1.0,2008
10358,Michael Lewis,SFO,SS,16,16,76.0,2.0,0.0,2008
10359,Lawyer Milloy,ATL,SS,15,15,76.0,0.0,1.0,2008
10360,Keith Bulluck,TEN,RLB,16,16,75.0,0.5,0.0,2008
10361,Quentin Jammer,SDG,LCB,16,16,75.0,0.0,2.0,2008
10362,Dhani Jones,CIN,MLB,16,16,75.0,0.0,1.0,2008
10363,Brian Williams,JAX,RCB,16,16,75.0,0.0,2.0,2008
10364,Antoine Bethea,IND,FS,16,16,74.0,0.0,2.0,2008
10365,Kevin Payne,CHI,SS,16,16,74.0,1.0,4.0,2008
10366,Clint Session,IND,LLB,16,15,74.0,0.0,,2008
10367,Jamie Winborn,DEN,LLB,16,11,74.0,0.5,0.0,2008
10368,Stephen Cooper,SDG,LILB,12,12,72.0,1.5,4.0,2008
10369,Antonio Pierce,NYG,MLB,15,15,72.0,1.5,0.0,2008
10370,Gary Brackett,IND,MLB,12,12,71.0,0.0,0.0,2008
10371,Keith Brooking,ATL,RLB,16,16,71.0,0.0,0.0,2008
10372,Ernie Sims,DET,RLB,16,16,71.0,1.0,0.0,2008
10373,Brandon Carr,KAN,LCB,16,16,70.0,0.0,2.0,2008
10374,Mike Peterson,JAX,MLB,15,10,70.0,1.0,,2008
10375,Derrick Johnson,KAN,RLB,14,14,69.0,1.5,1.0,2008
10376,Lofa Tatupu,SEA,MLB,15,15,69.0,0.0,1.0,2008
10377,DeMarcus Ware,DAL,ROLB,16,16,69.0,20.0,0.0,2008
10378,Josh Wilson,SEA,RCB,16,12,69.0,1.0,4.0,2008
10379,Nick Harper,TEN,LCB,13,13,68.0,0.0,2.0,2008
10380,Richard Marshall,CAR,DB,16,0,68.0,2.0,1.0,2008
10381,Quintin Mikell,PHI,SS,16,16,68.0,2.0,3.0,2008
10382,D.J. Williams,DEN,RLB,11,11,68.0,2.5,0.0,2008
10383,Ronde Barber,TAM,RCB,16,16,67.0,2.0,4.0,2008
10384,James Harrison,PIT,ROLB,15,15,67.0,16.0,1.0,2008
10385,A.J. Hawk,GNB,RLB/MLB,16,16,67.0,3.0,0.0,2008
10386,Gerald Hayes,ARI,MLB,16,14,67.0,0.5,0.0,2008
10387,Curtis Lofton,ATL,MLB,16,15,67.0,1.0,0.0,2008
10388,Kalvin Pearson,DET,FS,16,10,66.0,1.0,0.0,2008
10389,Julian Peterson,SEA,RLB,16,15,65.0,5.0,0.0,2008
10390,Zach Thomas,DAL,RILB,16,14,65.0,1.0,0.0,2008
10391,Daniel Bullocks,DET,SS,16,15,64.0,0.0,0.0,2008
10392,Brian Dawkins,PHI,FS,16,16,64.0,3.0,1.0,2008
10393,Brandon McDonald,CLE,RCB,16,15,64.0,0.0,5.0,2008
10394,Michael Boley,ATL,LLB,16,12,63.0,0.0,1.0,2008
10395,Justin Durant,JAX,RLB,14,12,63.0,0.0,0.0,2008
10396,Scott Fujita,NOR,LLB,14,13,63.0,0.0,2.0,2008
10397,DeAngelo Hall,2TM,DB-LCB,15,12,63.0,0.5,5.0,2008
10398,LeRoy Hill,SEA,LLB,12,12,63.0,1.0,0.0,2008
10399,Renaldo Hill,MIA,FS,16,15,63.0,0.0,3.0,2008
10400,Chris Hope,TEN,SS,16,16,63.0,1.0,4.0,2008
10401,Rashad Jeanty,CIN,LLB,16,15,63.0,0.0,0.0,2008
10402,Jarrad Page,KAN,FS,16,16,63.0,0.0,4.0,2008
10403,Stephen Tulloch,TEN,MLB,16,12,63.0,1.0,0.0,2008
10404,Andra Davis,CLE,LILB,16,16,62.0,0.0,1.0,2008
10405,Deon Grant,SEA,SS,16,16,62.0,0.0,2.0,2008
10406,Marquand Manuel,DEN,SS,16,14,62.0,0.0,0.0,2008
10407,Calvin Pace,NYJ,ROLB,16,16,62.0,7.0,0.0,2008
10408,Bart Scott,BAL,RILB,16,16,62.0,1.5,0.0,2008
10409,Leigh Bodden,DET,RCB,16,15,61.0,0.0,1.0,2008
10410,Jason Craft,2TM,DB,15,2,61.0,3.0,1.0,2008
10411,Brandon Flowers,KAN,RCB,14,13,61.0,0.0,2.0,2008
10412,Leon Hall,CIN,RCB,16,16,61.0,0.0,3.0,2008
10413,Terrence McGee,BUF,LCB,14,13,61.0,0.0,3.0,2008
10414,Rocky McIntosh,WAS,RLB,16,15,61.0,2.0,1.0,2008
