,Player,Tm,Pos,G,GS,Rec,RecYds,RecTD,Year
5403,Mike Goodson,CAR,RB,4,0,1,4,0,2011
5407,DuJuan Harris,JAX,RB,5,0,1,4,0,2011
5360,Steve Slaton,2TM,RB,6,0,3,3,0,2011
5399,Thomas Clayton,CLE,RB,3,0,1,3,0,2011
5408,Jerome Harrison,DET,RB,4,0,1,3,0,2011
5381,Montell Owens,JAX,RB,13,0,2,2,0,2011
5443,Armando Allen,CHI,RB,2,0,0,0,0,2011
5446,Ronnie Brown,PHI,RB,16,2,0,0,0,2011
5459,Chris Ivory,NOR,RB,6,2,0,0,0,2011
5467,Jerious Norwood,STL,RB,9,0,0,0,0,2011
5470,Cedric Peerman,CIN,RB,15,0,0,0,0,2011
5472,Quinn Porter,STL,RB,12,0,0,0,0,2011
5475,Armond Smith,CLE,RB,3,0,0,0,0,2011
5477,Derrick Ward,HOU,RB,12,1,0,0,0,2011
5412,Dion Lewis,PHI,RB,15,0,1,-3,0,2011
5441,Johnny White,BUF,RB,12,0,1,-3,0,2011
5499,Darren Sproles,NOR,RB,13,6,75,667,7,2012
5544,Marcel Reece,OAK,RB,16,14,52,496,1,2012
5541,Joique Bell,DET,RB,16,0,52,485,0,2012
5525,Ray Rice,BAL,RB,16,16,61,478,1,2012
5556,Doug Martin,TAM,RB,16,16,49,472,1,2012
5576,C.J. Spiller,BUF,RB,16,9,43,459,2,2012
5543,Dexter McCluster,KAN,RB,16,6,52,452,1,2012
5592,Danny Woodhead,NWE,RB,16,2,40,446,3,2012
5539,Jacquizz Rodgers,ATL,RB,16,0,53,402,1,2012
5535,LeSean McCoy,PHI,RB,12,12,54,373,3,2012
5554,Ronnie Brown,SDG,RB,14,1,49,371,0,2012
5550,Trent Richardson,CLE,RB,15,15,51,367,1,2012
5596,Pierre Thomas,NOR,RB,15,4,39,354,1,2012
5571,Matt Forte,CHI,RB,15,15,44,340,1,2012
5599,Steven Jackson,STL,RB,16,16,38,321,0,2012
5604,Reggie Bush,MIA,RB,16,16,35,292,2,2012
5629,Mike Tolbert,CAR,RB,16,5,27,268,0,2012
5634,Felix Jones,DAL,RB,16,7,25,262,2,2012
5580,Darren McFadden,OAK,RB,12,12,42,258,1,2012
5594,Ryan Mathews,SDG,RB,12,9,39,252,0,2012
5606,DeMarco Murray,DAL,RB,10,10,35,251,0,2012
5644,Ahmad Bradshaw,NYG,RB,14,12,23,245,0,2012
5673,Isaac Redman,PIT,RB,14,5,19,244,0,2012
5605,Jamaal Charles,KAN,RB,16,15,35,236,1,2012
5622,Frank Gore,SFO,RB,16,16,28,234,1,2012
5603,Chris Johnson,TEN,RB,16,15,36,232,0,2012
5631,Willis McGahee,DEN,RB,10,9,26,221,0,2012
5589,Arian Foster,HOU,RB,16,16,40,217,2,2012
5591,Adrian Peterson,MIN,RB,16,16,40,217,1,2012
5608,Fred Jackson,BUF,RB,10,8,34,217,1,2012
5609,Mikel Leshoure,DET,RB,14,14,34,214,0,2012
5614,Jason Snelling,ATL,RB,16,2,31,203,1,2012
5647,Marshawn Lynch,SEA,RB,16,15,23,196,1,2012
5696,Mike Goodson,OAK,RB,12,0,16,195,1,2012
5641,Chris Ogbonnaya,CLE,RB,15,1,24,187,0,2012
5721,DeAngelo Williams,CAR,RB,16,10,13,187,2,2012
5674,Robert Turbin,SEA,RB,16,0,19,181,0,2012
5660,Knowshon Moreno,DEN,RB,8,6,21,167,0,2012
5642,Daryl Richardson,STL,RB,16,0,24,163,0,2012
5639,Shaun Draughn,KAN,RB,16,0,24,158,0,2012
5692,Jonathan Stewart,CAR,RB,9,6,17,157,1,2012
5704,Daniel Thomas,MIA,RB,12,0,15,156,0,2012
5664,Toby Gerhart,MIN,RB,16,0,20,155,0,2012
5684,Vick Ballard,IND,RB,16,12,17,152,1,2012
5668,Shonn Greene,NYJ,RB,16,14,19,151,0,2012
5770,Shane Vereen,NWE,RB,13,1,8,149,1,2012
5690,Bilal Powell,NYJ,RB,14,2,17,140,0,2012
5701,Will Johnson,PIT,RB,16,7,15,137,1,2012
5671,William Powell,ARI,RB,13,1,19,132,0,2012
5669,Rashad Jennings,JAX,RB,10,6,19,130,0,2012
5675,Michael Turner,ATL,RB,16,16,19,128,1,2012
5680,Alex Green,GNB,RB,12,4,18,125,0,2012
5766,Montell Owens,JAX,RB,13,4,8,113,0,2012
5703,Evan Royster,WAS,RB,16,0,15,109,0,2012
5699,Jackie Battle,SDG,RB,16,5,15,108,1,2012
5678,Jonathan Dwyer,PIT,RB,13,6,18,106,0,2012
5691,LaRod Stephens-Howling,ARI,RB,14,5,17,106,0,2012
5653,BenJarvus Green-Ellis,CIN,RB,15,15,22,104,0,2012
5713,Danny Ware,TAM,RB,16,1,14,100,0,2012
5706,Cedric Benson,GNB,RB,5,5,14,97,0,2012
5747,Donald Brown,IND,RB,10,4,9,93,0,2012
5708,Maurice Jones-Drew,JAX,RB,6,5,14,86,1,2012
5723,Andre Brown,NYG,RB,10,2,12,86,0,2012
5753,Cedric Peerman,CIN,RB,14,1,9,85,0,2012
5748,Michael Bush,CHI,RB,13,1,9,83,0,2012
5745,Kevin Smith,DET,RB,12,2,10,79,1,2012
5722,Curtis Brinkley,SDG,RB,10,1,12,77,0,2012
5733,Alfred Morris,WAS,RB,16,16,11,77,0,2012
5793,Mewelde Moore,IND,RB,9,0,6,77,1,2012
5731,Brian Leonard,CIN,RB,15,0,11,67,0,2012
5729,Greg Jones,JAX,RB,12,4,11,64,0,2012
5740,Peyton Hillis,KAN,RB,13,2,10,62,0,2012
5741,Ronnie Hillman,DEN,RB,14,0,10,62,0,2012
5752,Rashard Mendenhall,PIT,RB,6,4,9,62,1,2012
5769,Jeremy Stewart,OAK,RB,4,0,8,62,0,2012
5773,Lance Ball,DEN,RB,15,0,7,61,1,2012
5710,Chris Rainey,PIT,RB,16,0,14,60,0,2012
5750,Kendall Hunter,SFO,RB,11,0,9,60,0,2012
5780,Jalen Parmele,JAX,RB,11,2,7,60,0,2012
5715,Bryce Brown,PHI,RB,16,4,13,56,0,2012
5796,Stevan Ridley,NWE,RB,16,12,6,51,0,2012
5737,Ben Tate,HOU,RB,11,0,11,49,0,2012
5782,Bernard Pierce,BAL,RB,16,0,7,47,0,2012
5779,Roy Helu,WAS,RB,3,0,7,45,0,2012
5791,Lamar Miller,MIA,RB,13,1,6,45,0,2012
5785,Ryan Williams,ARI,RB,5,3,7,44,0,2012
5802,Travaris Cadet,NOR,RB,13,0,5,44,0,2012
5778,Stanley Havili,PHI,RB,15,2,7,43,0,2012
5835,Phillip Tanner,DAL,RB,14,0,4,41,0,2012
5855,Keith Toston,JAX,RB,5,1,3,41,0,2012
5813,Anthony Sherman,ARI,RB,13,4,5,39,0,2012
5846,Justin Forsett,HOU,RB,16,0,3,38,0,2012
5837,David Wilson,NYG,RB,16,2,4,34,1,2012
5902,Ryan Grant,2TM,RB,5,1,1,34,0,2012
5787,Lance Dunbar,DAL,RB,12,0,6,33,0,2012
5816,Baron Batch,PIT,RB,12,0,4,31,0,2012
5834,James Starks,GNB,RB,6,2,4,31,0,2012
5836,Leon Washington,SEA,RB,16,0,4,31,0,2012
5788,Mark Ingram,NOR,RB,16,5,6,29,0,2012
5847,LaMichael James,SFO,RB,4,0,3,29,0,2012
5790,Stefan Logan,DET,RB,16,0,6,28,0,2012
5877,Dion Lewis,PHI,RB,9,0,2,24,0,2012
5943,Beanie Wells,ARI,RB,8,7,1,24,0,2012
5882,Alfonso Smith,ARI,RB,11,0,2,21,0,2012
5875,Brandon Jackson,CLE,RB,2,0,2,20,0,2012
5899,Nate Eachus,KAN,RB,11,2,1,19,0,2012
5866,Cyrus Gray,KAN,RB,10,0,2,18,0,2012
5916,Joe McKnight,NYJ,RB,15,0,1,18,0,2012
5869,DuJuan Harris,GNB,RB,4,2,2,17,0,2012
5851,Isaiah Pead,STL,RB,15,1,3,16,0,2012
5858,Armando Allen,CHI,RB,15,0,2,16,0,2012
5868,Montario Hardesty,CLE,RB,13,1,2,16,0,2012
5874,Chris Ivory,NOR,RB,6,2,2,15,0,2012
5940,Marcus Thigpen,MIA,RB,16,0,1,15,0,2012
5859,Kahlil Bell,2TM,RB,7,0,2,13,0,2012
5892,Delone Carter,IND,RB,10,0,1,13,0,2012
5854,Javon Ringer,TEN,RB,2,0,3,12,0,2012
5857,Anthony Allen,BAL,RB,16,0,2,12,0,2012
5860,Brandon Bolden,NWE,RB,10,0,2,11,0,2012
5876,Taiwan Jones,OAK,RB,14,0,2,11,0,2012
5903,Chris Gronkowski,DEN,RB,14,0,1,11,0,2012
5820,Tashard Choice,BUF,RB,12,0,4,9,0,2012
5885,Keiland Williams,2TM,RB,14,0,2,9,0,2012
5905,Jamie Harper,TEN,RB,10,0,1,8,0,2012
5867,Jonathan Grimes,2TM,RB,9,0,2,7,0,2012
5907,Jacob Hester,DEN,RB,3,0,1,7,0,2012
5914,Reagan Maui'a,ARI,RB,3,1,1,7,0,2012
5893,Shaun Chapas,DET,RB,3,1,1,6,0,2012
5938,Will Ta'ufo'ou,JAX,RB,6,1,1,5,0,2012
5909,Robert Hughes,IND,RB,5,1,1,3,0,2012
5887,Matt Asiata,MIN,RB,16,0,1,2,0,2012
5889,LeGarrette Blount,TAM,RB,13,0,1,2,0,2012
5941,Jordan Todman,JAX,RB,1,0,1,0,0,2012
5954,John Conner,2TM,RB,5,2,0,0,0,2012
5955,Patrick DiMarco,KAN,RB,5,4,0,0,0,2012
5963,Dan Herron,CIN,RB,3,0,0,0,0,2012
5966,Kregg Lumpkin,NYG,RB,5,0,0,0,0,2012
5967,Owen Marecic,CLE,RB,10,2,0,0,0,2012
5971,Richard Murphy,JAX,RB,5,0,0,0,0,2012
5977,Antone Smith,ATL,RB,13,0,0,0,0,2012
6020,Jamaal Charles,KAN,RB,15,15,70,693,7,2013
6010,Danny Woodhead,SDG,RB,16,2,76,605,6,2013
6019,Darren Sproles,NOR,RB,15,4,71,604,2,2013
6012,Matt Forte,CHI,RB,16,16,74,594,3,2013
6032,Knowshon Moreno,DEN,RB,16,15,60,548,3,2013
6045,Joique Bell,DET,RB,16,4,53,547,0,2013
6053,LeSean McCoy,PHI,RB,16,16,52,539,2,2013
6040,Giovani Bernard,CIN,RB,16,0,56,514,3,2013
6008,Pierre Thomas,NOR,RB,16,9,77,513,3,2013
6043,Reggie Bush,DET,RB,14,14,54,506,3,2013
6070,Shane Vereen,NWE,RB,8,1,47,427,3,2013
6074,Le'Veon Bell,PIT,RB,13,13,45,399,0,2013
6066,Fred Jackson,BUF,RB,16,6,47,387,1,2013
6096,Andre Ellington,ARI,RB,15,1,39,371,1,2013
6048,DeMarco Murray,DAL,RB,14,14,53,350,1,2013
6082,Chris Johnson,TEN,RB,16,16,42,345,4,2013
6063,Chris Ogbonnaya,CLE,RB,16,7,48,343,2,2013
6054,Jacquizz Rodgers,ATL,RB,15,4,52,341,2,2013
6151,DeAngelo Williams,CAR,RB,15,15,26,333,1,2013
6126,Marcel Reece,OAK,RB,16,15,32,331,2,2013
6037,Ray Rice,BAL,RB,15,15,58,321,0,2013
6110,Marshawn Lynch,SEA,RB,16,16,36,316,2,2013
6114,Trent Richardson,2TM,RB,16,10,35,316,1,2013
6078,Maurice Jones-Drew,JAX,RB,15,15,43,314,0,2013
6109,Rashad Jennings,OAK,RB,15,8,36,292,0,2013
6112,Bilal Powell,NYJ,RB,16,11,36,272,0,2013
6113,Eddie Lacy,GNB,RB,15,15,35,257,0,2013
6131,Roy Helu,WAS,RB,16,0,31,251,0,2013
6157,Bruce Miller,SFO,RB,14,13,25,243,0,2013
6141,Jason Snelling,ATL,RB,14,1,29,216,3,2013
6143,Donald Brown,IND,RB,16,5,27,214,2,2013
6117,Steven Jackson,ATL,RB,12,12,33,191,1,2013
6147,Ryan Mathews,SDG,RB,16,14,26,189,1,2013
6119,C.J. Spiller,BUF,RB,15,10,33,185,0,2013
6144,Mike Tolbert,CAR,RB,16,13,27,184,2,2013
6167,Arian Foster,HOU,RB,8,8,22,183,1,2013
6139,Brian Leonard,TAM,RB,16,1,29,179,0,2013
6140,Adrian Peterson,MIN,RB,14,14,29,171,1,2013
6149,Lamar Miller,MIA,RB,16,15,26,170,0,2013
6175,Fozzy Whittaker,2TM,RB,14,2,21,155,2,2013
6193,Anthony Sherman,KAN,RB,16,8,18,155,1,2013
6173,Brandon Bolden,NWE,RB,12,2,21,152,0,2013
6176,Montee Ball,DEN,RB,16,0,20,145,0,2013
6150,Zac Stacy,STL,RB,14,12,26,141,1,2013
6199,Frank Gore,SFO,RB,16,16,16,141,0,2013
6116,Ben Tate,HOU,RB,14,7,34,140,0,2013
6190,Rashard Mendenhall,ARI,RB,15,15,18,134,0,2013
6188,Stanley Havili,IND,RB,13,8,18,128,1,2013
6208,Daryl Richardson,STL,RB,8,3,14,121,0,2013
6225,Ronnie Hillman,DEN,RB,10,0,12,119,0,2013
6210,Jordan Todman,JAX,RB,16,2,14,116,1,2013
6214,Cory Harkey,STL,RB,15,10,13,113,2,2013
6197,Darren McFadden,OAK,RB,10,7,17,108,0,2013
6179,Bernard Pierce,BAL,RB,16,1,20,104,0,2013
6177,Andre Brown,NYG,RB,8,8,20,103,0,2013
6238,Da'Rel Scott,NYG,RB,5,1,11,102,1,2013
6273,Marcus Thigpen,MIA,RB,16,0,8,97,1,2013
6216,Peyton Hillis,NYG,RB,7,1,13,96,0,2013
6244,James Starks,GNB,RB,13,1,10,89,1,2013
6213,Toby Gerhart,MIN,RB,14,0,13,88,0,2013
6258,Bryce Brown,PHI,RB,16,1,8,84,0,2013
6201,Justin Forsett,JAX,RB,9,0,15,82,0,2013
6217,John Kuhn,GNB,RB,15,6,13,81,0,2013
6289,Frank Summers,BUF,RB,15,9,7,79,1,2013
6237,Isaiah Pead,STL,RB,10,0,11,78,0,2013
6255,Alfred Morris,WAS,RB,16,16,9,78,0,2013
6296,Jonathan Grimes,HOU,RB,2,1,6,76,0,2013
6233,Knile Davis,KAN,RB,16,1,11,75,0,2013
6272,Stepfan Taylor,ARI,RB,16,0,8,71,0,2013
6341,Darrel Young,WAS,RB,13,7,4,71,1,2013
6230,Tommy Bohanon,NYJ,RB,16,8,11,69,0,2013
6243,Alfonso Smith,ARI,RB,16,0,10,68,0,2013
6284,Mark Ingram,NOR,RB,11,3,7,68,0,2013
6227,Doug Martin,TAM,RB,6,6,12,66,0,2013
6264,Jonathan Dwyer,PIT,RB,15,0,8,64,0,2013
6205,Daniel Thomas,MIA,RB,15,1,15,63,2,2013
6253,Felix Jones,PIT,RB,16,2,9,63,0,2013
6242,Stevan Ridley,NWE,RB,14,6,10,62,0,2013
6262,Derrick Coleman,SEA,RB,12,3,8,62,1,2013
6270,Joseph Randle,DAL,RB,13,2,8,61,0,2013
6313,Rhett Ellison,MIN,RB,11,6,5,61,1,2013
6336,Chris Polk,PHI,RB,15,0,4,61,0,2013
6259,Ronnie Brown,SDG,RB,16,0,8,60,0,2013
6274,Robert Turbin,SEA,RB,16,0,8,60,0,2013
6280,Lance Dunbar,DAL,RB,9,0,7,59,0,2013
6292,Benny Cunningham,STL,RB,14,0,6,59,0,2013
6257,Edwin Baker,CLE,RB,3,2,8,57,0,2013
6412,Dan Herron,IND,RB,6,0,1,57,0,2013
6380,Taiwan Jones,OAK,RB,16,0,2,55,0,2013
6207,Jed Collins,NOR,RB,16,8,14,54,0,2013
6263,Patrick DiMarco,ATL,RB,14,7,8,49,0,2013
6323,Michael Bush,CHI,RB,15,0,4,48,1,2013
6235,Vonta Leach,BAL,RB,16,7,11,47,1,2013
6236,Erik Lorig,TAM,RB,15,9,11,47,0,2013
6203,Bobby Rainey,2TM,RB,15,6,15,46,1,2013
6266,Dennis Johnson,HOU,RB,8,1,8,46,0,2013
6282,Cyrus Gray,KAN,RB,16,0,7,46,0,2013
6288,Jonathan Stewart,CAR,RB,6,1,7,44,0,2013
6241,Mike James,TAM,RB,8,3,10,43,0,2013
6277,Ahmad Bradshaw,IND,RB,3,2,7,42,0,2013
6267,Will Johnson,PIT,RB,15,5,8,41,1,2013
6245,Will Ta'ufo'ou,JAX,RB,16,7,10,40,0,2013
6295,Shonn Greene,TEN,RB,11,0,6,39,0,2013
6361,LeGarrette Blount,NWE,RB,16,7,2,38,0,2013
6293,Jerome Felton,MIN,RB,13,9,6,37,0,2013
6322,Jackie Battle,TEN,RB,16,0,4,36,0,2013
6315,Greg Jones,HOU,RB,16,5,5,34,0,2013
6356,Phillip Tanner,DAL,RB,16,0,3,33,0,2013
6299,Collin Mooney,TEN,RB,12,4,6,32,0,2013
6291,John Conner,NYG,RB,13,7,6,31,0,2013
6327,Johnathan Franklin,GNB,RB,11,0,4,30,0,2013
6351,Anthony Dixon,SFO,RB,16,1,3,30,0,2013
6368,Bradie Ewing,ATL,RB,2,2,2,29,0,2013
6338,Theo Riddick,DET,RB,14,0,4,26,0,2013
6373,Michael Hill,2TM,RB,8,0,2,23,0,2013
6329,BenJarvus Green-Ellis,CIN,RB,16,16,4,22,0,2013
6350,Jeff Demps,TAM,RB,2,0,3,21,0,2013
6269,Willis McGahee,CLE,RB,12,6,8,20,0,2013
6369,Mike Goodson,NYJ,RB,2,0,2,19,0,2013
6377,LaMichael James,SFO,RB,10,0,2,16,0,2013
6310,Tashard Choice,2TM,RB,15,0,5,15,0,2013
6337,Isaac Redman,PIT,RB,3,1,4,14,0,2013
6308,Matt Asiata,MIN,RB,11,1,5,13,0,2013
6374,Kendall Hunter,SFO,RB,16,0,2,13,0,2013
6376,Brandon Jacobs,NYG,RB,7,1,2,13,0,2013
6347,Michael Cox,NYG,RB,14,1,3,12,0,2013
6409,Ray Graham,HOU,RB,1,0,1,12,0,2013
6390,LaRod Stephens-Howling,PIT,RB,1,0,2,11,0,2013
6399,Joe Banyard,MIN,RB,3,0,1,11,0,2013
6375,Chris Ivory,NYJ,RB,15,6,2,10,0,2013
6386,Bernard Scott,BAL,RB,2,0,2,10,0,2013
6388,Antone Smith,ATL,RB,15,0,2,10,0,2013
6371,Alex Green,NYJ,RB,13,0,2,8,0,2013
6395,David Wilson,NYG,RB,5,4,2,8,0,2013
6417,Zach Line,MIN,RB,3,1,1,8,0,2013
6360,Kenjon Barner,CAR,RB,8,0,2,7,0,2013
6392,Jeremy Stewart,OAK,RB,13,0,2,6,0,2013
6413,Robert Hughes,2TM,RB,2,0,1,6,0,2013
6362,Travaris Cadet,NOR,RB,13,0,2,5,1,2013
6414,Henry Hynoski,NYG,RB,3,2,1,5,0,2013
6403,Tyler Clutts,2TM,RB,8,0,1,4,0,2013
6429,Evan Royster,WAS,RB,10,0,1,3,0,2013
6441,Ronnie Wingo,BUF,RB,2,0,1,2,0,2013
6443,C.J. Anderson,DEN,RB,5,0,0,0,0,2013
6451,Quinn Johnson,TEN,RB,4,0,0,0,0,2013
6452,Kyle Juszczyk,BAL,RB,16,0,0,0,0,2013
6455,Chris Rainey,IND,RB,2,0,0,0,0,2013
6465,Leon Washington,2TM,RB,7,0,0,0,0,2013
6415,Deji Karim,HOU,RB,7,0,1,-1,0,2013
6398,Vick Ballard,IND,RB,1,1,1,-5,0,2013
6438,Josh Vaughan,ATL,RB,6,0,1,-5,0,2013
6381,Le'Ron McClain,SDG,RB,16,2,2,-7,0,2013
6486,Le'Veon Bell,PIT,RB,16,16,83,854,3,2014
6471,Matt Forte,CHI,RB,16,16,102,808,4,2014
6510,Fred Jackson,BUF,RB,14,9,66,501,1,2014
6564,Roy Helu,WAS,RB,14,0,42,477,2,2014
6540,Shane Vereen,NWE,RB,16,6,52,447,3,2014
6565,Eddie Lacy,GNB,RB,16,16,42,427,4,2014
6530,DeMarco Murray,DAL,RB,16,16,57,416,0,2014
6557,Andre Ellington,ARI,RB,12,12,46,395,2,2014
6570,Darren Sproles,PHI,RB,15,0,40,387,0,2014
6559,Pierre Thomas,NOR,RB,11,3,45,378,1,2014
6586,Marshawn Lynch,SEA,RB,16,14,37,367,4,2014
6558,Benny Cunningham,STL,RB,16,2,45,352,1,2014
6599,John Carlson,ARI,RB,16,12,33,350,1,2014
6562,Giovani Bernard,CIN,RB,13,9,43,349,2,2014
6578,Arian Foster,HOU,RB,13,13,38,327,5,2014
6595,C.J. Anderson,DEN,RB,15,7,34,324,2,2014
6597,Joique Bell,DET,RB,15,6,34,322,1,2014
6598,Theo Riddick,DET,RB,14,2,34,316,4,2014
6601,Bobby Rainey,TAM,RB,15,5,33,315,1,2014
6560,Matt Asiata,MIN,RB,15,9,44,312,1,2014
6576,Ahmad Bradshaw,IND,RB,10,1,38,300,6,2014
6577,Travaris Cadet,NOR,RB,15,1,38,296,1,2014
6569,Jamaal Charles,KAN,RB,15,15,40,291,5,2014
6582,Lamar Miller,MIA,RB,16,16,38,275,1,2014
6591,Branden Oliver,SDG,RB,14,7,36,271,1,2014
6587,Marcel Reece,OAK,RB,15,15,37,265,1,2014
6561,Justin Forsett,BAL,RB,16,14,44,263,0,2014
6568,Reggie Bush,DET,RB,11,9,40,253,0,2014
6625,Trent Richardson,IND,RB,15,12,27,229,0,2014
6611,Rashad Jennings,NYG,RB,11,9,30,226,0,2014
6610,Devonta Freeman,ATL,RB,16,0,30,225,1,2014
6707,Antone Smith,ATL,RB,10,0,13,222,3,2014
6672,Lance Dunbar,DAL,RB,16,0,18,217,0,2014
6622,Jeremy Hill,CIN,RB,16,8,27,215,0,2014
6590,Darren McFadden,OAK,RB,16,12,36,212,0,2014
6613,Donald Brown,SDG,RB,13,3,29,211,0,2014
6635,Jordan Todman,JAX,RB,16,1,25,198,1,2014
6668,Charles Sims,TAM,RB,8,0,19,190,0,2014
6676,Bruce Miller,SFO,RB,16,8,18,189,2,2014
6659,Damien Williams,MIA,RB,16,0,21,187,1,2014
6660,Toby Gerhart,JAX,RB,14,7,20,186,0,2014
6693,Robert Turbin,SEA,RB,16,3,16,186,2,2014
6667,Kyle Juszczyk,BAL,RB,16,14,19,182,1,2014
6634,Jonathan Stewart,CAR,RB,13,8,25,181,1,2014
6687,Bryce Brown,BUF,RB,7,2,16,176,0,2014
6618,Jacquizz Rodgers,ATL,RB,16,1,29,173,1,2014
6655,Dan Herron,IND,RB,16,3,21,173,0,2014
6651,Leon Washington,TEN,RB,16,0,22,159,2,2014
6648,De'Anthony Thomas,KAN,RB,12,3,23,156,0,2014
6620,LeSean McCoy,PHI,RB,16,16,28,155,0,2014
6682,Alfred Morris,WAS,RB,16,16,17,155,0,2014
6678,Zac Stacy,STL,RB,13,5,18,152,0,2014
6640,Chris Johnson,NYJ,RB,16,6,24,151,1,2014
6661,Steven Jackson,ATL,RB,15,15,20,148,0,2014
6690,Tre Mason,STL,RB,12,9,16,148,1,2014
6688,Knile Davis,KAN,RB,16,1,16,147,1,2014
6615,Mark Ingram,NOR,RB,13,9,29,145,0,2014
6683,Latavius Murray,OAK,RB,15,3,17,143,0,2014
6679,James Starks,GNB,RB,16,0,18,140,0,2014
6758,Robert Hughes,ARI,RB,16,4,8,140,0,2014
6656,Ronnie Hillman,DEN,RB,8,4,21,139,1,2014
6624,Jerick McKinnon,MIN,RB,11,6,27,135,0,2014
6677,Bishop Sankey,TEN,RB,16,9,18,133,0,2014
6680,Andre Williams,NYG,RB,16,7,18,130,0,2014
6669,C.J. Spiller,BUF,RB,9,5,19,125,1,2014
6647,Denard Robinson,JAX,RB,13,9,23,124,0,2014
6674,Chris Ivory,NYJ,RB,16,10,18,123,1,2014
6708,Daniel Thomas,MIA,RB,12,0,13,121,0,2014
6764,Lorenzo Taliaferro,BAL,RB,13,0,8,114,0,2014
6696,Alfred Blue,HOU,RB,16,3,15,113,1,2014
6720,Frank Gore,SFO,RB,16,16,11,111,1,2014
6761,Silas Redd,WAS,RB,15,0,8,107,0,2014
6718,Mike Tolbert,CAR,RB,8,6,12,93,0,2014
6723,Bilal Powell,NYJ,RB,15,1,11,92,0,2014
6732,Peyton Hillis,NYG,RB,9,0,10,87,0,2014
6741,Isaiah Crowell,CLE,RB,16,4,9,87,0,2014
6785,Jonathan Grimes,HOU,RB,16,0,6,86,0,2014
6726,Darrel Young,WAS,RB,16,10,11,81,2,2014
6778,Will Ta'ufo'ou,JAX,RB,16,4,7,81,0,2014
6724,Stepfan Taylor,ARI,RB,14,4,11,79,3,2014
6721,Maurice Jones-Drew,OAK,RB,12,1,11,71,0,2014
6736,Anthony Sherman,KAN,RB,16,6,10,71,1,2014
6749,Ryan Mathews,SDG,RB,6,6,9,69,0,2014
6713,Carlos Hyde,SFO,RB,14,0,12,68,0,2014
6797,Zurlon Tipton,IND,RB,6,0,6,68,1,2014
6705,Doug Martin,TAM,RB,11,11,13,64,0,2014
6725,Terrance West,CLE,RB,14,6,11,64,1,2014
6792,Joe McKnight,KAN,RB,2,0,6,64,2,2014
6762,Khiry Robinson,NOR,RB,10,3,8,63,0,2014
6738,Montee Ball,DEN,RB,5,3,9,62,0,2014
6739,Joe Banyard,MIN,RB,15,0,9,62,0,2014
6742,Patrick DiMarco,ATL,RB,16,7,9,62,1,2014
6753,Ben Tate,3TM,RB,11,6,9,60,0,2014
6817,Fozzy Whittaker,CAR,RB,10,1,5,60,1,2014
6803,Ka'Deem Carey,CHI,RB,14,0,5,57,0,2014
6755,Cory Harkey,STL,RB,16,13,8,55,1,2014
6727,LeGarrette Blount,2TM,RB,16,1,10,54,0,2014
6754,Anthony Dixon,BUF,RB,16,0,8,49,0,2014
6769,Rex Burkhead,CIN,RB,9,0,7,49,0,2014
6805,Orleans Darkwa,2TM,RB,11,0,5,48,0,2014
6801,Ronnie Brown,2TM,RB,10,0,5,44,0,2014
6818,DeAngelo Williams,CAR,RB,6,6,5,44,0,2014
6780,James Develin,NWE,RB,16,4,6,43,0,2014
6777,Luke Stocker,TAM,RB,13,7,7,41,0,2014
6788,Will Johnson,PIT,RB,16,5,6,41,0,2014
6804,Jed Collins,DET,RB,16,2,5,39,1,2014
6859,John Conner,NYJ,RB,12,3,2,35,1,2014
6819,Danny Woodhead,SDG,RB,3,0,5,34,0,2014
6810,Darrin Reaves,CAR,RB,6,1,5,31,0,2014
6853,Tommy Bohanon,NYJ,RB,4,2,2,30,0,2014
6773,Marion Grice,ARI,RB,10,0,7,29,0,2014
6858,Derrick Coleman,SEA,RB,5,1,2,29,1,2014
6799,Jackie Battle,TEN,RB,16,1,5,28,0,2014
6748,Erik Lorig,NOR,RB,10,6,9,27,1,2014
6796,Chris Thompson,WAS,RB,2,0,6,27,1,2014
6844,Cedric Peerman,CIN,RB,16,0,3,27,0,2014
6848,Fitzgerald Toussaint,BAL,RB,4,0,3,27,0,2014
6830,Juwan Thompson,DEN,RB,15,0,4,25,0,2014
6908,Jay Prosch,HOU,RB,16,5,1,24,0,2014
6816,James White,NWE,RB,3,0,5,23,0,2014
6827,Joseph Randle,DAL,RB,16,0,4,23,0,2014
6828,Stevan Ridley,NWE,RB,6,5,4,20,0,2014
6850,Trey Watts,STL,RB,14,0,3,18,0,2014
6870,Adrian Peterson,MIN,RB,1,1,2,18,0,2014
6872,Chris Polk,PHI,RB,14,0,2,16,0,2014
6832,Ray Agnew,CLE,RB,12,9,3,15,0,2014
6865,Austin Johnson,NOR,RB,7,1,2,15,1,2014
6899,Brian Leonard,NOR,RB,1,0,1,15,0,2014
6871,Bernard Pierce,BAL,RB,13,2,2,13,0,2014
6890,Shonn Greene,TEN,RB,13,5,1,13,0,2014
6900,Christine Michael,SEA,RB,10,0,1,12,0,2014
6845,Alfonso Smith,SFO,RB,6,0,3,11,0,2014
6851,Antonio Andrews,TEN,RB,4,0,2,11,0,2014
6877,Kerwynn Williams,ARI,RB,5,0,2,11,0,2014
6891,DuJuan Harris,GNB,RB,15,0,1,11,0,2014
6813,Frank Summers,BUF,RB,10,6,5,9,0,2014
